Date,Open,Close,Low,High
15/06/2017,674.58,685.72,673.59,690.55
16/06/2017,687.85,687.38,678.59,690.92
19/06/2017,689.39,697.93,688.94,700.83
20/06/2017,700.83,699.47,697.39,704.59
21/06/2017,698.35,702.36,696.17,706.77
22/06/2017,708.26,709.82,707.59,715.19
23/06/2017,712.72,710.73,708.7,714.05
27/06/2017,709.25,711.18,705.78,713.24
28/06/2017,712.37,692.66,691.49,713.21
29/06/2017,699.34,689.88,688.59,702.31
30/06/2017,689.88,683.62,681.07,690.53
03/07/2017,687.46,685.52,679.58,690.43
04/07/2017,687.21,704.64,687.21,706.03
05/07/2017,706.87,713.11,706.77,716.13
06/07/2017,715.84,713.9,711.9,718.14
07/07/2017,712.22,738.37,712.22,741.44
10/07/2017,738.97,739.19,736.49,746.89
11/07/2017,742.93,740.55,736.51,744.91
12/07/2017,742.33,748.13,740.95,755.06
13/07/2017,747.88,752.26,746.25,754.62
14/07/2017,753.82,758.31,750.48,759.77
17/07/2017,759.92,768.36,759.92,772.05
18/07/2017,766.9,752.78,748.87,768.43
19/07/2017,752.68,759.52,750.36,763.14
20/07/2017,762.74,757.14,753.35,767.62
21/07/2017,769.67,785.62,764.92,788.59
24/07/2017,794.44,800.43,785.62,804.74
25/07/2017,805.68,794.12,792.46,806.82
26/07/2017,797.41,803.3,793.45,807.29
27/07/2017,807.29,791.64,788,807.86
28/07/2017,790.97,789.61,782.06,794.93
31/07/2017,792.48,799.32,790.47,801.37
01/08/2017,804.27,794.21,788.3,804.84
02/08/2017,796.72,806.87,794.93,810.29
03/08/2017,807.27,817.99,800.83,824.65
04/08/2017,822.45,803.6,800.16,823.76
07/08/2017,807.12,800.68,798.8,808.31
08/08/2017,802.36,794.14,786.64,802.86
09/08/2017,792.46,791.89,785.4,802.31
10/08/2017,791.44,784.56,781.21,795.85
11/08/2017,770.12,765.98,760.51,781.56
14/08/2017,770.91,779.16,770.91,785.03
16/08/2017,778.09,776.09,767.96,781.56
17/08/2017,778.44,775.64,772.69,790.9
18/08/2017,775.62,780.27,769.5,782.3
21/08/2017,781.09,775.52,774.13,785.08
22/08/2017,779.58,774.3,771.65,782.3
23/08/2017,776.11,783.19,769.67,785.03
24/08/2017,788.35,776.31,774.92,788.59
28/08/2017,782.06,775.52,773.49,783.66
29/08/2017,772.64,758.65,757.79,776.01
30/08/2017,765.22,774.7,764.52,776.9
31/08/2017,777.75,789.24,777.75,791.22
01/09/2017,793.35,797.09,791.56,800.36
04/09/2017,799.89,798.08,790.57,810.16
05/09/2017,801.87,808.8,801.87,809.74
06/09/2017,808.01,814.55,804.84,818.41
07/09/2017,816.23,811.18,808.8,824.85
08/09/2017,812.37,809.44,805.14,815.83
11/09/2017,812.66,810.39,808.35,819.2
12/09/2017,814.35,815.54,809.74,816.82
13/09/2017,816.23,841.09,814.74,851.15
14/09/2017,848.92,836.24,834.06,853.28
15/09/2017,834.16,835.45,827.52,844.11
18/09/2017,839.01,837.43,835.15,843.27
19/09/2017,840.99,832.08,829.65,840.99
20/09/2017,848.18,839.11,837.03,863.88
21/09/2017,840,833.37,829.11,843.37
22/09/2017,832.77,809.79,806.32,832.77
25/09/2017,810.19,812.71,797.71,819.89
26/09/2017,812.76,811.47,804.84,819.2
27/09/2017,819.7,791.07,788,819.7
28/09/2017,792.46,779.33,773.78,794.93
29/09/2017,783.54,774.77,772.64,786.02
03/10/2017,784.88,790.82,778.84,796.12
04/10/2017,790.82,811.47,788,817.17
05/10/2017,817.22,816.43,811.03,820.44
06/10/2017,817.12,828.96,814.89,830.99
09/10/2017,828.96,822.92,820.44,830.1
10/10/2017,823.16,835.45,822.92,838.91
11/10/2017,837.03,832.48,828.41,849.81
12/10/2017,833.07,864.27,833.07,867.94
13/10/2017,871.7,868.43,866.01,882.6
16/10/2017,871.6,866.95,853.62,883.29
17/10/2017,870.61,866.01,859.12,875.61
18/10/2017,867.29,905.13,866.9,908.35
19/10/2017,908.06,901.77,894.73,913.06
23/10/2017,902.56,929.25,901.32,934.55
24/10/2017,938.17,925.94,919.55,938.17
25/10/2017,931.14,931.09,921.23,936.83
26/10/2017,929.5,938.32,922.72,949.16
27/10/2017,941.14,920.69,917.66,947.48
30/10/2017,922.22,931.28,922.22,936.09
31/10/2017,934.11,931.93,923.31,936.09
01/11/2017,937.08,943.32,936.98,948.37
02/11/2017,945,938.17,935.3,947.88
03/11/2017,944.31,936.68,931.63,944.31
06/11/2017,935.1,925.64,920.24,936.09
07/11/2017,925.64,898.1,894.63,926.18
08/11/2017,898.45,879.87,876.75,900.33
09/11/2017,886.66,893.05,883.59,900.53
10/11/2017,891.51,875.17,872.05,892.5
13/11/2017,875.17,866.9,864.77,882.94
14/11/2017,866.75,877.84,864.77,886.06
15/11/2017,877.65,874.08,869.72,881.46
16/11/2017,874.18,893.94,874.18,896.47
17/11/2017,908.95,901.12,898.55,916.03
20/11/2017,901.42,910.19,896.71,915.29
21/11/2017,916.28,923.61,915.29,930.84
22/11/2017,928.21,921.48,915.83,929.85
23/11/2017,916.92,936.24,916.92,939.06
24/11/2017,939.06,940.55,937.72,949.96
27/11/2017,939.06,941.73,934.6,946.74
28/11/2017,940.5,934.06,929.4,941.98
29/11/2017,934.06,936.53,929.15,940.84
30/11/2017,931.14,913.9,911.32,943.02
01/12/2017,916.28,901.27,899.44,922.32
04/12/2017,907.11,893,889.53,909.24
05/12/2017,891.86,902.9,887.45,910.23
06/12/2017,905.18,918.75,900.63,921.73
07/12/2017,918.36,921.87,914.1,925.14
08/12/2017,928.16,912.27,910.98,928.16
11/12/2017,912.12,907.26,904.89,916.72
12/12/2017,904.89,906.42,899.34,920.19
13/12/2017,911.08,905.38,903.4,915.58
14/12/2017,911.32,911.87,900.43,916.28
15/12/2017,920.44,911.23,908.85,924.2
18/12/2017,908.35,910.73,853.57,922.47
19/12/2017,912.81,915.29,911.37,918.16
20/12/2017,916.28,910.09,908.35,918.26
21/12/2017,911.32,904.44,902.51,914.49
22/12/2017,907.36,909.84,901.62,913.31
26/12/2017,914.3,919.25,909.94,927.77
27/12/2017,921.38,913.6,909.69,927.92
28/12/2017,914.49,915.68,909.99,925.39
29/12/2017,917.17,912.36,909.44,923.46
01/01/2018,913.31,902.95,901.12,914.3
02/01/2018,906.37,902.81,898.69,910.53
03/01/2018,915.73,907.71,904.69,918.46
04/01/2018,910.33,911.57,907.36,913.11
05/01/2018,911.82,914.3,910.78,917.12
08/01/2018,915.39,919.69,914.89,921.43
09/01/2018,920.29,932.03,915.29,935.05
10/01/2018,936.09,932.62,926.58,937.82
11/01/2018,932.87,928.36,926.18,933.86
12/01/2018,933.12,937.82,929.25,942.87
15/01/2018,941.24,938.66,936.29,948.52
16/01/2018,940.05,914.79,911.32,940.05
17/01/2018,916.28,915.93,899.44,919.89
18/01/2018,921.23,910.63,902.41,921.23
19/01/2018,913.31,920.59,913.31,923.56
22/01/2018,939.56,962.04,931.23,965.31
23/01/2018,965.81,972.44,965.81,980.66
24/01/2018,972.64,955.45,951.44,972.64
25/01/2018,960.85,955.45,948.22,962.29
29/01/2018,956.89,954.71,951.05,967.34
30/01/2018,954.91,940.3,936.63,955.21
31/01/2018,941.04,952.09,933.12,955.8
01/02/2018,955.31,935.2,929.35,962.09
02/02/2018,929.85,897.16,894.48,934.36
05/02/2018,887.35,895.92,874.38,903.4
06/02/2018,871.7,884.33,863.88,889.48
07/02/2018,892.06,885.57,882.15,896.96
08/02/2018,887.9,895.08,883.64,901.42
09/02/2018,883.54,889.48,878.14,893.74
12/02/2018,892.6,906.07,892.6,909.34
14/02/2018,912.96,923.61,912.12,932.62
15/02/2018,927.22,925.24,919.55,936.09
16/02/2018,928.51,913.01,909.99,933.12
19/02/2018,911.62,917.12,905.78,921.82
20/02/2018,919.25,910.73,907.36,921.23
21/02/2018,918.26,919.6,913.31,922.22
22/02/2018,914.44,915.19,911.32,921.97
23/02/2018,915.48,925.19,915.04,928.16
26/02/2018,927.27,929.75,927.27,935.84
27/02/2018,930.15,940.99,929.75,946.49
28/02/2018,935.59,943.47,928.16,945.9
01/03/2018,941.88,938.76,937.08,949.76
05/03/2018,935.59,915.48,913.31,940.94
06/03/2018,920.93,902.31,894.63,927.17
07/03/2018,900.03,883.14,879.92,900.73
08/03/2018,891.22,903,885.87,905.28
09/03/2018,906.37,903.45,901.42,910.33
12/03/2018,910.23,920.59,907.56,924.2
13/03/2018,920.59,921.82,912.91,926.53
14/03/2018,917.81,919.84,910.88,922.42
15/03/2018,919.94,903.65,901.42,919.94
16/03/2018,901.42,892.01,878.04,901.42
19/03/2018,895.28,886.86,883.94,897.56
20/03/2018,890.62,881.16,878.64,895.08
21/03/2018,887.35,887.9,883.59,893.44
22/03/2018,888.05,898.74,886.76,902.01
23/03/2018,884.98,884.43,881.61,891.22
26/03/2018,884.43,892.55,883.59,895.97
27/03/2018,896.52,891.46,889.04,901.47
28/03/2018,886.61,874.48,872.69,887.55
02/04/2018,882.1,884.28,878.04,892.7
03/04/2018,881.61,890.32,877.74,892.5
04/04/2018,896.96,886.66,883.94,902.56
05/04/2018,894.04,898.2,894.04,901.42
06/04/2018,901.32,901.17,896.47,908.55
09/04/2018,904.34,907.41,902.81,909.1
10/04/2018,909.34,907.81,904.74,913.75
11/04/2018,911.42,920.29,908.01,922.22
12/04/2018,921.23,918.8,914.4,926.48
13/04/2018,922.37,930,920.34,932.52
16/04/2018,926.18,928.41,919.55,931.04
17/04/2018,929.4,934.8,927.27,938.57
18/04/2018,936.09,928.16,925.19,939.31
19/04/2018,929.35,932.37,926.28,935.05
20/04/2018,930.15,919.3,912.76,932.72
23/04/2018,918.56,926.33,917.27,934.06
24/04/2018,928.86,960.61,926.18,965.31
25/04/2018,963.38,961.55,955.4,972.19
26/04/2018,962.83,966.15,954.32,978.68
27/04/2018,978.93,985.37,978.93,1001.17
30/04/2018,975.41,954.02,951.94,982.65
02/05/2018,959.66,963.82,957.14,968.98
03/05/2018,967.79,953.52,950.25,969.57
04/05/2018,954.86,944.9,940.69,955.4
07/05/2018,948.97,962.69,947.48,964.82
08/05/2018,964.37,958.53,956.05,972.74
09/05/2018,958.53,966.1,952.93,973.38
10/05/2018,967.89,971.45,965.31,974.72
11/05/2018,973.53,979.18,968.03,980.81
14/05/2018,984.53,975.56,967.19,984.53
15/05/2018,970.76,970.11,967.79,989.88
16/05/2018,967.09,947.43,945.4,967.09
17/05/2018,950.85,936.24,933.61,951.64
18/05/2018,937.08,924.6,922.72,944.56
21/05/2018,923.21,923.16,913.31,926.58
22/05/2018,924.2,918.16,915.78,925.39
23/05/2018,918.26,903.65,900.48,918.36
24/05/2018,908.06,907.41,902.26,912.27
25/05/2018,909.39,913.06,906.97,915.53
28/05/2018,914.84,912.31,910.28,918.41
29/05/2018,911.37,908.35,905.53,919.15
30/05/2018,905.38,908.7,898.55,914.1
31/05/2018,910.68,912.61,907.86,915.29
01/06/2018,912.61,920.44,910.43,926.08
04/06/2018,925.98,930.49,923.21,934.85
05/06/2018,932.37,938.91,932.32,945.99
06/06/2018,939.95,944.41,933.66,946.39
07/06/2018,945.99,962.24,945.99,966.4
08/06/2018,959.76,974.13,951.49,977.2
11/06/2018,975.07,973.19,968.98,990.07
12/06/2018,972.94,986.01,971.2,988.59
13/06/2018,989.58,992.65,980.66,995.42
14/06/2018,986.81,998,978.88,1002.16
15/06/2018,998,1004.29,990.32,1013.85
18/06/2018,1001.27,1005.43,998.2,1008.99
19/06/2018,1005.43,986.26,983.69,1005.43
20/06/2018,987.1,1010.33,986.61,1012.11
21/06/2018,1013.35,1022.61,1010.78,1026.03
22/06/2018,1020.29,1002.75,999.09,1020.29
25/06/2018,1007.41,994.09,992.5,1007.41
26/06/2018,994.14,969.47,966.3,995.57
27/06/2018,970.76,956.2,951.44,976.45
28/06/2018,955.95,935.79,932.47,959.86
29/06/2018,943.02,963.78,940.74,968.53
02/07/2018,963.82,951.99,948.52,964.32
03/07/2018,954.91,962.44,951.94,969.03
04/07/2018,965.61,980.71,962.83,982.65
05/07/2018,989.28,955.9,951.05,998.99
06/07/2018,956.79,967.29,955.7,973.19
09/07/2018,976.21,986.26,974.03,989.28
10/07/2018,992.06,1016.08,992.06,1018.8
11/07/2018,1015.33,1026.58,1007.41,1028.91
12/07/2018,1033.31,1071.99,1033.31,1088.44
13/07/2018,1072.69,1086.41,1070.71,1096.81
16/07/2018,1087.7,1066,1062.88,1098.05
17/07/2018,1068.83,1081.41,1059.07,1084.67
18/07/2018,1087.55,1080.27,1068.83,1094.08
19/07/2018,1084.67,1093.49,1076.55,1103.49
20/07/2018,1100.03,1117.91,1100.03,1127.52
23/07/2018,1119.05,1109.59,1103.49,1119.34
24/07/2018,1111.42,1100.08,1097.2,1115.48
25/07/2018,1101.76,1103.54,1094.13,1111.72
26/07/2018,1102.5,1099.88,1097.25,1110.43
27/07/2018,1106.66,1118.95,1102.31,1126.28
30/07/2018,1125.29,1138.86,1115.98,1146.63
31/07/2018,1139.16,1174.67,1134.2,1178.78
01/08/2018,1183.73,1179.92,1174.77,1191.61
02/08/2018,1181.11,1157.33,1155,1183.24
03/08/2018,1163.92,1165.65,1158.47,1172.69
06/08/2018,1168.87,1180.26,1163.77,1184.72
07/08/2018,1184.72,1172.39,1167.19,1188.68
08/08/2018,1177.19,1205.77,1174.82,1210.48
09/08/2018,1208.5,1206.46,1200.57,1219.89
10/08/2018,1203.54,1192.65,1190.62,1203.84
13/08/2018,1191.66,1175.96,1171.89,1191.66
14/08/2018,1176,1199.53,1174.07,1204.93
16/08/2018,1195.02,1188.88,1184.97,1204.24
17/08/2018,1194.63,1192.1,1188.93,1203.54
20/08/2018,1195.12,1223.25,1195.12,1226.38
21/08/2018,1224.34,1234.75,1215.58,1239.2
23/08/2018,1232.27,1257.73,1226.92,1261.54
24/08/2018,1253.07,1266,1249.01,1267.93
27/08/2018,1267.98,1279.42,1267.93,1283.98
28/08/2018,1286.5,1305.77,1283.28,1310.52
29/08/2018,1306.56,1282.24,1278.13,1316.22
30/08/2018,1287.74,1262.09,1258.47,1287.74
31/08/2018,1261.79,1229.25,1225.38,1261.79
03/09/2018,1237.22,1218.8,1215.92,1246.14
04/09/2018,1223.35,1230.63,1218.4,1242.92
05/09/2018,1233.26,1214.24,1198.59,1240.64
06/09/2018,1218.4,1248.27,1214.44,1251.88
07/09/2018,1255.75,1264.71,1243.02,1267.83
10/09/2018,1262.98,1245.3,1239.75,1264.71
11/09/2018,1248.12,1226.77,1223.35,1255.8
12/09/2018,1232.71,1240.89,1218.25,1245.79
14/09/2018,1249.11,1240.99,1236.78,1262.98
17/09/2018,1240.09,1214.69,1208.99,1240.09
18/09/2018,1212.46,1205.72,1202.8,1227.22
19/09/2018,1213.45,1198.89,1189.87,1215.43
21/09/2018,1208.54,1205.38,1172.04,1225.43
24/09/2018,1204.53,1220.68,1192.89,1228.21
25/09/2018,1221.67,1219,1184.47,1233.16
26/09/2018,1223.55,1239.95,1215.23,1242.27
27/09/2018,1247.92,1241.09,1226.92,1251.34
28/09/2018,1248.12,1246.34,1235.88,1259.11
01/10/2018,1246.34,1219.94,1192.94,1248.12
03/10/2018,1221.47,1193.93,1187.4,1228.06
04/10/2018,1187.69,1109.98,1094.63,1187.69
05/10/2018,1092.2,1039.95,1029.75,1105.03
08/10/2018,1038.96,1097.5,1015.53,1104.83
09/10/2018,1110.53,1080.12,1070.56,1112.91
10/10/2018,1084.67,1091.95,1074.87,1104.19
11/10/2018,1057.73,1078.93,1033.21,1103.89
12/10/2018,1092.1,1115.78,1091.61,1118.35
15/10/2018,1122.61,1129.05,1108.7,1135.54
16/10/2018,1135.34,1152.68,1130.04,1156.99
17/10/2018,1168.87,1138.07,1130.24,1169.81
19/10/2018,1093.49,1091.26,1063.03,1099.53
22/10/2018,1100.52,1052.43,1047.38,1104.29
23/10/2018,1043.07,1042.67,1033.86,1054.46
24/10/2018,1063.87,1036.73,1021.28,1064.81
25/10/2018,1026.23,1020.49,1007.41,1030.24
26/10/2018,1030.19,1034.85,1012.51,1046.78
29/10/2018,1037.82,1077.74,1037.13,1082.84
30/10/2018,1077.2,1047.18,1042.08,1077.2
31/10/2018,1054.66,1051.39,1037.77,1055.65
01/11/2018,1056.34,1046.93,1040.4,1058.72
02/11/2018,1057.73,1064.12,1052.98,1070.81
05/11/2018,1063.87,1078.28,1054.46,1083.19
06/11/2018,1083.98,1093.04,1082.74,1101.46
07/11/2018,1106.27,1100.08,1096.16,1106.47
09/11/2018,1095.57,1083.04,1075.76,1102.8
12/11/2018,1088.14,1068.58,1064.17,1089.68
13/11/2018,1065.75,1089.18,1060.9,1092.4
14/11/2018,1094.58,1085.76,1076.75,1102.36
15/11/2018,1085.66,1086.56,1076.85,1092.45
16/11/2018,1085.76,1116.87,1085.76,1118.65
19/11/2018,1121.33,1138.76,1120.53,1140.54
20/11/2018,1135.19,1127.91,1119.74,1144.55
21/11/2018,1126.28,1101.81,1096.61,1134.6
22/11/2018,1104.19,1092.45,1089.63,1114.49
26/11/2018,1099.48,1099.14,1087.7,1106.71
27/11/2018,1099.04,1116.87,1091.31,1118.75
28/11/2018,1121.62,1135.44,1115.88,1146.78
29/11/2018,1148.07,1158.97,1147.87,1168.77
30/11/2018,1160.95,1157.18,1151.98,1174.82
03/12/2018,1161,1145.4,1137.82,1162.93
04/12/2018,1146.09,1140.69,1132.17,1146.49
05/12/2018,1133.91,1143.96,1128.85,1148.07
06/12/2018,1136.68,1112.86,1107.7,1137.03
07/12/2018,1122.12,1122.56,1098.64,1124.5
10/12/2018,1102.16,1078.24,1073.78,1102.26
11/12/2018,1056.05,1085.86,1045.4,1089.83
12/12/2018,1089.63,1100.03,1077.84,1102.85
13/12/2018,1114.99,1096.36,1086.21,1115.73
14/12/2018,1093.49,1101.27,1082.3,1104.49
17/12/2018,1104.19,1119.94,1099.83,1123.11
18/12/2018,1111.42,1125.73,1110.23,1128.75
19/12/2018,1127.91,1126.38,1120.73,1135.74
20/12/2018,1113.4,1116.62,1105.97,1121.28
21/12/2018,1117.66,1087.99,1084.67,1120.73
24/12/2018,1091.41,1079.77,1076.25,1092.6
26/12/2018,1076.75,1086.61,1056.49,1090.27
27/12/2018,1094.58,1109.44,1094.04,1115.28
28/12/2018,1112.71,1115.18,1111.42,1125.19
31/12/2018,1116.52,1110.48,1106.07,1122.71
01/01/2019,1115.38,1110.78,1101.07,1119.34
02/01/2019,1105.48,1095.87,1091.06,1116.12
03/01/2019,1097.6,1081.45,1079.37,1103.94
04/01/2019,1087.65,1088.69,1071.05,1093.94
07/01/2019,1094.73,1093.04,1090.62,1107.41
08/01/2019,1095.92,1093.54,1085.76,1099.43
09/01/2019,1101.41,1097.95,1088.14,1105.48
10/01/2019,1097.95,1095.22,1091.71,1100.18
11/01/2019,1098.84,1087.55,1079.23,1103.49
14/01/2019,1086.36,1086.11,1076.01,1091.61
15/01/2019,1092.8,1118.9,1092.8,1121.62
16/01/2019,1124,1123.36,1119.59,1133.86
17/01/2019,1130.24,1123.06,1118.45,1136.98
18/01/2019,1138.86,1171.79,1124.79,1178.04
21/01/2019,1182.64,1222.86,1178.53,1225.73
22/01/2019,1222.36,1223.11,1207.9,1234.5
23/01/2019,1221.77,1214.14,1210.97,1232.27
24/01/2019,1213.5,1233.66,1208.59,1239.95
25/01/2019,1238.31,1234.5,1224.89,1251.09
28/01/2019,1241.18,1218,1210.23,1243.61
29/01/2019,1218.4,1199.48,1190.27,1220.28
30/01/2019,1203.54,1183.53,1179.32,1213.35
31/01/2019,1189.67,1215.53,1189.67,1218.2
01/02/2019,1222.36,1235.54,1214.19,1241.18
04/02/2019,1233.8,1278.97,1233.26,1284.77
05/02/2019,1279.82,1278.13,1266.54,1291.95
06/02/2019,1285.76,1297.5,1279.82,1304.09
07/02/2019,1298.59,1278.03,1273.67,1308.39
08/02/2019,1274.86,1265.3,1260.25,1286.45
11/02/2019,1264.96,1241.63,1239.2,1264.96
12/02/2019,1241.18,1244.85,1240.09,1260.01
13/02/2019,1249.11,1232.67,1223.35,1260.9
14/02/2019,1228.55,1213.94,1206.61,1230.98
15/02/2019,1213.45,1231.77,1203.54,1236.73
18/02/2019,1233.56,1208.25,1204.48,1239.6
19/02/2019,1207.7,1204.88,1199.88,1228.01
20/02/2019,1214.54,1222.71,1207.26,1227.56
21/02/2019,1224.34,1234.7,1218.6,1244.85
22/02/2019,1229.55,1220.98,1214.54,1234.15
25/02/2019,1224.15,1220.53,1211.62,1231.28
26/02/2019,1202.95,1208.2,1194.78,1221.97
27/02/2019,1215.83,1210.92,1197.75,1232.27
28/02/2019,1219.39,1219.94,1213.79,1227.81
01/03/2019,1223.35,1215.13,1210.92,1230.78
05/03/2019,1215.13,1225.29,1206.71,1227.71
06/03/2019,1227.81,1251.63,1223.85,1259.81
07/03/2019,1250.79,1257.88,1247.03,1266.94
08/03/2019,1253.12,1254.66,1249.6,1261.99
11/03/2019,1258.82,1288.73,1256.14,1300.62
12/03/2019,1304.68,1317.31,1303.09,1320.43
13/03/2019,1321.92,1334.05,1315.23,1337.27
14/03/2019,1337.27,1328.55,1321.42,1348.61
15/03/2019,1332.32,1310.13,1299.28,1345.39
18/03/2019,1312.6,1334.89,1312.6,1345.34
19/03/2019,1346.18,1362.28,1330.34,1365.01
20/03/2019,1366,1362.63,1350.74,1373.52
22/03/2019,1361.04,1329.44,1324.89,1367.23
25/03/2019,1317.56,1312.75,1304.73,1324.14
26/03/2019,1317.46,1354.26,1317.46,1357.03
27/03/2019,1364.01,1337.37,1332.22,1364.01
28/03/2019,1337.27,1347.72,1330.68,1356.98
29/03/2019,1353.12,1350.2,1343.31,1363.02
01/04/2019,1355.64,1378.43,1350,1393.24
02/04/2019,1383.38,1375.36,1367.78,1389.47
03/04/2019,1381.3,1360.85,1357.08,1389.13
04/04/2019,1366,1340.34,1334.35,1370.7
05/04/2019,1347.27,1342.32,1330.93,1350.99
08/04/2019,1341.83,1316.86,1311.51,1343.31
09/04/2019,1318.35,1322.76,1309.14,1327.36
10/04/2019,1327.36,1316.42,1313.5,1334.94
11/04/2019,1320.23,1333.46,1316.17,1338.95
12/04/2019,1336.18,1329.3,1324.69,1343.76
15/04/2019,1332.02,1327.12,1321.37,1336.08
16/04/2019,1332.32,1332.61,1327.61,1346.88
18/04/2019,1352.57,1369.86,1352.13,1373.92
22/04/2019,1351.14,1332.12,1328.35,1352.28
23/04/2019,1337.22,1350.44,1332.96,1358.91
24/04/2019,1357.08,1376.89,1353.47,1381.45
25/04/2019,1379.76,1361.59,1352.13,1397.6
26/04/2019,1364.71,1378.33,1357.53,1381.85
30/04/2019,1381.85,1378.68,1354.11,1381.85
02/05/2019,1380.85,1391.85,1368.97,1400.42
03/05/2019,1393.73,1393.78,1388.18,1403.64
06/05/2019,1385.81,1371.79,1365.55,1388.78
07/05/2019,1378.38,1331.87,1328.65,1380.85
08/05/2019,1327.36,1287.2,1278.88,1327.36
09/05/2019,1279.52,1243.31,1239.7,1279.52
10/05/2019,1252.97,1238.71,1233.26,1265.85
13/05/2019,1238.61,1219.24,1215.43,1248.46
14/05/2019,1223.55,1247.62,1220.38,1257.53
15/05/2019,1262.78,1245.39,1239.3,1265.85
16/05/2019,1249.11,1252.13,1245.89,1258.37
17/05/2019,1256.04,1253.76,1243.17,1264.86
20/05/2019,1301.51,1313,1290.32,1323.9
21/05/2019,1316.76,1327.12,1316.76,1353.37
22/05/2019,1336.28,1328.06,1321.92,1346.18
23/05/2019,1357.08,1323.2,1311.96,1378.87
24/05/2019,1337.17,1324.19,1304.18,1340.74
27/05/2019,1323.4,1298.34,1295.67,1324.39
28/05/2019,1304.78,1313.45,1301.66,1322.21
29/05/2019,1309.78,1300.87,1292.2,1320.58
30/05/2019,1303.99,1318.05,1303.59,1327.81
31/05/2019,1326.37,1317.21,1308.79,1328.26
03/06/2019,1322.41,1345.49,1309.63,1352.13
04/06/2019,1345.19,1338.36,1334.74,1360.05
06/06/2019,1341.43,1314.54,1309.19,1346.18
07/06/2019,1315.18,1302.9,1293.29,1316.17
10/06/2019,1307.45,1306.41,1298.24,1314.49
11/06/2019,1308.69,1316.02,1304.78,1322.21
12/06/2019,1322.61,1318.55,1313.15,1325.98
13/06/2019,1318.4,1311.81,1297.65,1321.77
14/06/2019,1310.23,1304.53,1297.15,1312.6
17/06/2019,1308.74,1269.42,1265.45,1309.04
18/06/2019,1268.92,1270.46,1257.33,1275.46
19/06/2019,1273.13,1265.45,1250.79,1288.88
20/06/2019,1266.94,1284.67,1266.1,1287.74
21/06/2019,1282.79,1267.14,1263.97,1283.38
24/06/2019,1256.04,1250.74,1245.59,1263.97
25/06/2019,1250.1,1283.58,1242.52,1285.56
26/06/2019,1275.9,1282.34,1274.96,1292.2
27/06/2019,1282.34,1262.83,1259.11,1284.42
28/06/2019,1266.94,1240.19,1236.28,1270.7
01/07/2019,1245.15,1256.54,1235.24,1260.01
02/07/2019,1263.03,1266,1251.73,1268.92
03/07/2019,1269.46,1270.16,1263.97,1274.27
04/07/2019,1269.91,1270.9,1268.67,1279.07
05/07/2019,1274.91,1250.69,1247.57,1278.03
08/07/2019,1249.11,1240.09,1236.28,1255.75
09/07/2019,1238.51,1267.38,1233.36,1271.74
10/07/2019,1269.12,1266.3,1257.03,1276.55
11/07/2019,1271.94,1269.22,1267.53,1277.59
12/07/2019,1272.59,1268.52,1265.95,1287.54
15/07/2019,1272.88,1263.87,1259.01,1276.84
16/07/2019,1266.94,1280.91,1257.13,1282.79
17/07/2019,1284.57,1269.46,1267.93,1284.57
18/07/2019,1269.81,1249.9,1246.14,1274.07
19/07/2019,1256.29,1237.22,1231.28,1259.01
22/07/2019,1245.1,1268.42,1216.02,1272.44
23/07/2019,1273.58,1260.85,1249.41,1281.8
24/07/2019,1261.99,1246.93,1242.57,1266.99
25/07/2019,1255.99,1220.68,1215.58,1256.84
26/07/2019,1221.82,1202.65,1198.64,1230.29
29/07/2019,1207.9,1199.73,1193.74,1209.98
30/07/2019,1199.83,1169.42,1164.71,1208.4
31/07/2019,1166.84,1155,1152.03,1173.68
01/08/2019,1158.77,1169.42,1139.35,1177.09
02/08/2019,1164.42,1173.03,1151.39,1186.7
05/08/2019,1166.4,1132.22,1118.35,1166.4
06/08/2019,1126.08,1117.36,1111.37,1139.06
07/08/2019,1117.16,1098.54,1092.6,1127.66
08/08/2019,1098.54,1141.09,1085.32,1147.08
09/08/2019,1148.07,1151.04,1141.83,1163.92
13/08/2019,1228.31,1262.98,1213.75,1290.22
14/08/2019,1285.76,1276.15,1268.03,1291.7
16/08/2019,1278.38,1265.35,1261.19,1278.83
19/08/2019,1268.72,1279.92,1268.47,1284.42
20/08/2019,1281.8,1263.97,1260.85,1281.8
21/08/2019,1265.35,1258.82,1254.71,1266.34
22/08/2019,1259.01,1234.75,1227.37,1259.06
23/08/2019,1231.28,1263.92,1215.23,1271.79
26/08/2019,1281.8,1253.96,1247.82,1281.8
27/08/2019,1270.9,1263.08,1249.9,1271.79
28/08/2019,1263.97,1251.14,1245,1268.42
29/08/2019,1246.09,1230.49,1223.85,1248.12
30/08/2019,1235.24,1236.58,1209.34,1242.17
03/09/2019,1228.31,1194.53,1188.68,1231.33
04/09/2019,1188.68,1190.22,1174.32,1193.54
05/09/2019,1196.61,1187,1181.95,1202.3
06/09/2019,1193.64,1210.97,1184.97,1217.41
09/09/2019,1210.48,1210.58,1201.76,1221.13
11/09/2019,1211.17,1222.46,1211.17,1228.26
12/09/2019,1226.33,1198.94,1194.97,1227.91
13/09/2019,1203.25,1213.99,1195.67,1216.67
16/09/2019,1179.77,1199.38,1177.29,1206.66
17/09/2019,1203.34,1185.91,1182.44,1203.34
18/09/2019,1193.49,1194.33,1186.31,1204.63
